feature,readable_feature,coefficient,abs_coefficient,direction,coefficient_meaning,insight_group,business_meaning,expected_direction,stage3_evidence
categorical__payment_channel_POS_TERMINAL,payment_channel=POS_TERMINAL,-0.0895944122199998,0.0895944122199998,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__currency_GBP,currency=GBP,-0.0891675633071604,0.0891675633071604,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__card_entry_mode_TOKEN_IN_APP,card_entry_mode=TOKEN_IN_APP,-0.0880125453565677,0.0880125453565677,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__currency_CHF,currency=CHF,0.0873616565889652,0.0873616565889652,increase_risk,Làm tăng log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__merchant_country_CN,merchant_country=CN,0.0862483467583138,0.0862483467583138,increase_risk,Làm tăng log-odds fraud risk,Country / cross-border behavior,Hành vi giao dịch theo quốc gia và mức độ đa dạng quốc gia của user.,distinct_countries_30d cao thường giảm risk; low_country_diversity hoặc cross-border interaction có thể tăng risk.,Giai đoạn 3 cho thấy low_country_diversity là segment có lift cao.
categorical__merchant_country_AU,merchant_country=AU,-0.0848652245011933,0.0848652245011933,decrease_risk,Làm giảm log-odds fraud risk,Country / cross-border behavior,Hành vi giao dịch theo quốc gia và mức độ đa dạng quốc gia của user.,distinct_countries_30d cao thường giảm risk; low_country_diversity hoặc cross-border interaction có thể tăng risk.,Giai đoạn 3 cho thấy low_country_diversity là segment có lift cao.
categorical__auth_characteristics_FALLBACK_MAG,auth_characteristics=FALLBACK_MAG,-0.0833113961811204,0.0833113961811204,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__ip_score_risk_group_very_high,ip_score_risk_group=very_high,0.0816170791046089,0.0816170791046089,increase_risk,Làm tăng log-odds fraud risk,Risk history / technical risk,"Các tín hiệu lịch sử rủi ro hoặc tín hiệu kỹ thuật như IP risk, decline rate, chargeback.","Một số tín hiệu kỹ thuật đứng riêng có thể yếu, nhưng vẫn hỗ trợ model khi kết hợp với feature khác.",Giai đoạn 3 cho thấy một số biến kỹ thuật đứng riêng không mạnh bằng behavior interaction.
categorical__payment_channel_IVR_PHONE,payment_channel=IVR_PHONE,-0.0811947068000203,0.0811947068000203,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__auth_result_3DS_PASS,auth_result=3DS_PASS,-0.0786919518568651,0.0786919518568651,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__auth_result_AVS_PASS,auth_result=AVS_PASS,0.0777486399043795,0.0777486399043795,increase_risk,Làm tăng log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__term_location_WEARABLE_PAY,term_location=WEARABLE_PAY,0.0751523768428915,0.0751523768428915,increase_risk,Làm tăng log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__merchant_country_US,merchant_country=US,0.0734543160618776,0.0734543160618776,increase_risk,Làm tăng log-odds fraud risk,Country / cross-border behavior,Hành vi giao dịch theo quốc gia và mức độ đa dạng quốc gia của user.,distinct_countries_30d cao thường giảm risk; low_country_diversity hoặc cross-border interaction có thể tăng risk.,Giai đoạn 3 cho thấy low_country_diversity là segment có lift cao.
categorical__payment_channel_WEB_BROWSER,payment_channel=WEB_BROWSER,-0.0698928632962807,0.0698928632962807,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__ip_score_risk_group_high,ip_score_risk_group=high,-0.0697502217538583,0.0697502217538583,decrease_risk,Làm giảm log-odds fraud risk,Risk history / technical risk,"Các tín hiệu lịch sử rủi ro hoặc tín hiệu kỹ thuật như IP risk, decline rate, chargeback.","Một số tín hiệu kỹ thuật đứng riêng có thể yếu, nhưng vẫn hỗ trợ model khi kết hợp với feature khác.",Giai đoạn 3 cho thấy một số biến kỹ thuật đứng riêng không mạnh bằng behavior interaction.
categorical__auth_characteristics_CRYPTOGRAM_PRESENT,auth_characteristics=CRYPTOGRAM_PRESENT,-0.0696562093837614,0.0696562093837614,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__merchant_country_FR,merchant_country=FR,0.0630022370440299,0.0630022370440299,increase_risk,Làm tăng log-odds fraud risk,Country / cross-border behavior,Hành vi giao dịch theo quốc gia và mức độ đa dạng quốc gia của user.,distinct_countries_30d cao thường giảm risk; low_country_diversity hoặc cross-border interaction có thể tăng risk.,Giai đoạn 3 cho thấy low_country_diversity là segment có lift cao.
categorical__day_name_Sunday,day_name=Sunday,0.0597296056625499,0.0597296056625499,increase_risk,Làm tăng log-odds fraud risk,Other context,Feature ngữ cảnh khác. Cần đọc cùng coefficient và metric validation/test.,Không có kỳ vọng hướng cố định.,Không thuộc nhóm insight chính hoặc chưa có bằng chứng mạnh từ giai đoạn 3.
categorical__merchant_country_MY,merchant_country=MY,0.0587727423243837,0.0587727423243837,increase_risk,Làm tăng log-odds fraud risk,Country / cross-border behavior,Hành vi giao dịch theo quốc gia và mức độ đa dạng quốc gia của user.,distinct_countries_30d cao thường giảm risk; low_country_diversity hoặc cross-border interaction có thể tăng risk.,Giai đoạn 3 cho thấy low_country_diversity là segment có lift cao.
categorical__txn_count_7d_group_2_5,txn_count_7d_group=2_5,0.0582970184515054,0.0582970184515054,increase_risk,Làm tăng log-odds fraud risk,Transaction velocity,Tốc độ/tần suất giao dịch gần đây của user.,"Velocity bất thường có thể hỗ trợ phát hiện fraud, nhưng cần kiểm tra cùng các tín hiệu khác.",Giai đoạn 3 khuyến nghị giữ txn_count_ratio_7d_30d như behavioral anomaly feature.
categorical__merchant_country_BR,merchant_country=BR,-0.0548006224770316,0.0548006224770316,decrease_risk,Làm giảm log-odds fraud risk,Country / cross-border behavior,Hành vi giao dịch theo quốc gia và mức độ đa dạng quốc gia của user.,distinct_countries_30d cao thường giảm risk; low_country_diversity hoặc cross-border interaction có thể tăng risk.,Giai đoạn 3 cho thấy low_country_diversity là segment có lift cao.
categorical__message_type_0500-Advice,message_type=0500-Advice,-0.0520549828745352,0.0520549828745352,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__txn_count_7d_group_6_10,txn_count_7d_group=6_10,-0.0520376698615512,0.0520376698615512,decrease_risk,Làm giảm log-odds fraud risk,Transaction velocity,Tốc độ/tần suất giao dịch gần đây của user.,"Velocity bất thường có thể hỗ trợ phát hiện fraud, nhưng cần kiểm tra cùng các tín hiệu khác.",Giai đoạn 3 khuyến nghị giữ txn_count_ratio_7d_30d như behavioral anomaly feature.
interaction__low_night_ratio_x_night_transaction,low_night_ratio_x_night_transaction,-0.0510712801402442,0.0510712801402442,decrease_risk,Làm giảm log-odds fraud risk,Time behavior anomaly,"Hành vi giao dịch theo thời gian, đặc biệt là giao dịch ban đêm so với lịch sử của user.",night_ratio_30d cao thường giảm risk vì user quen giao dịch ban đêm; night transaction hoặc low_night_ratio interaction có thể tăng risk.,Giai đoạn 3 cho thấy low_night_ratio và night_unusual có lift cao trên train và validation.
categorical__payment_channel_ATM,payment_channel=ATM,-0.0490544800487018,0.0490544800487018,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__currency_USD,currency=USD,0.0489866605627047,0.0489866605627047,increase_risk,Làm tăng log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
numeric__log_amount_to_max_30d,log_amount_to_max_30d,0.0485958489155078,0.0485958489155078,increase_risk,Làm tăng log-odds fraud risk,Amount anomaly,Giao dịch hiện tại lệch so với lịch sử amount của user.,amount_z_30d cao hoặc các interaction với high_max_amount_30d thường làm tăng risk.,Giai đoạn 3 cho thấy high_max_amount_30d và một số amount group có lift cao hơn baseline.
categorical__day_name_Saturday,day_name=Saturday,-0.0447953734894712,0.0447953734894712,decrease_risk,Làm giảm log-odds fraud risk,Other context,Feature ngữ cảnh khác. Cần đọc cùng coefficient và metric validation/test.,Không có kỳ vọng hướng cố định.,Không thuộc nhóm insight chính hoặc chưa có bằng chứng mạnh từ giai đoạn 3.
categorical__merchant_country_ZA,merchant_country=ZA,0.0407800646391745,0.0407800646391745,increase_risk,Làm tăng log-odds fraud risk,Country / cross-border behavior,Hành vi giao dịch theo quốc gia và mức độ đa dạng quốc gia của user.,distinct_countries_30d cao thường giảm risk; low_country_diversity hoặc cross-border interaction có thể tăng risk.,Giai đoạn 3 cho thấy low_country_diversity là segment có lift cao.
categorical__day_name_Monday,day_name=Monday,-0.0404504832355418,0.0404504832355418,decrease_risk,Làm giảm log-odds fraud risk,Other context,Feature ngữ cảnh khác. Cần đọc cùng coefficient và metric validation/test.,Không có kỳ vọng hướng cố định.,Không thuộc nhóm insight chính hoặc chưa có bằng chứng mạnh từ giai đoạn 3.
categorical__currency_INR,currency=INR,0.0401118852230663,0.0401118852230663,increase_risk,Làm tăng log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__recurring_flag_SINGLE_PURCHASE,recurring_flag=SINGLE_PURCHASE,-0.040009839165617,0.040009839165617,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__credit_util_risk_group_high,credit_util_risk_group=high,-0.0379837361657744,0.0379837361657744,decrease_risk,Làm giảm log-odds fraud risk,Risk history / technical risk,"Các tín hiệu lịch sử rủi ro hoặc tín hiệu kỹ thuật như IP risk, decline rate, chargeback.","Một số tín hiệu kỹ thuật đứng riêng có thể yếu, nhưng vẫn hỗ trợ model khi kết hợp với feature khác.",Giai đoạn 3 cho thấy một số biến kỹ thuật đứng riêng không mạnh bằng behavior interaction.
categorical__auth_result_BIOMETRIC_PASS,auth_result=BIOMETRIC_PASS,0.0367126585209793,0.0367126585209793,increase_risk,Làm tăng log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__currency_HKD,currency=HKD,-0.0364944813501278,0.0364944813501278,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__credit_util_risk_group_medium,credit_util_risk_group=medium,-0.0338260707445633,0.0338260707445633,decrease_risk,Làm giảm log-odds fraud risk,Risk history / technical risk,"Các tín hiệu lịch sử rủi ro hoặc tín hiệu kỹ thuật như IP risk, decline rate, chargeback.","Một số tín hiệu kỹ thuật đứng riêng có thể yếu, nhưng vẫn hỗ trợ model khi kết hợp với feature khác.",Giai đoạn 3 cho thấy một số biến kỹ thuật đứng riêng không mạnh bằng behavior interaction.
categorical__currency_JPY,currency=JPY,0.0301664645894117,0.0301664645894117,increase_risk,Làm tăng log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
binary__tokenised_flag,tokenised_flag,0.0271428261836662,0.0271428261836662,increase_risk,Làm tăng log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__decline_rate_risk_group_low,decline_rate_risk_group=low,-0.0257380333051526,0.0257380333051526,decrease_risk,Làm giảm log-odds fraud risk,Risk history / technical risk,"Các tín hiệu lịch sử rủi ro hoặc tín hiệu kỹ thuật như IP risk, decline rate, chargeback.","Một số tín hiệu kỹ thuật đứng riêng có thể yếu, nhưng vẫn hỗ trợ model khi kết hợp với feature khác.",Giai đoạn 3 cho thấy một số biến kỹ thuật đứng riêng không mạnh bằng behavior interaction.
numeric__txn_count_ratio_7d_30d,txn_count_ratio_7d_30d,-0.0256981729049714,0.0256981729049714,decrease_risk,Làm giảm log-odds fraud risk,Transaction velocity,Tốc độ/tần suất giao dịch gần đây của user.,"Velocity bất thường có thể hỗ trợ phát hiện fraud, nhưng cần kiểm tra cùng các tín hiệu khác.",Giai đoạn 3 khuyến nghị giữ txn_count_ratio_7d_30d như behavioral anomaly feature.
categorical__payment_channel_SMART_WATCH,payment_channel=SMART_WATCH,-0.0246504737974764,0.0246504737974764,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
numeric__chargebacks_365d,chargebacks_365d,0.0238543416995966,0.0238543416995966,increase_risk,Làm tăng log-odds fraud risk,Risk history / technical risk,"Các tín hiệu lịch sử rủi ro hoặc tín hiệu kỹ thuật như IP risk, decline rate, chargeback.","Một số tín hiệu kỹ thuật đứng riêng có thể yếu, nhưng vẫn hỗ trợ model khi kết hợp với feature khác.",Giai đoạn 3 cho thấy một số biến kỹ thuật đứng riêng không mạnh bằng behavior interaction.
categorical__auth_result_3DS_FAIL,auth_result=3DS_FAIL,0.0216306003424899,0.0216306003424899,increase_risk,Làm tăng log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__currency_SGD,currency=SGD,0.021069125707439,0.021069125707439,increase_risk,Làm tăng log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__auth_characteristics_E_COMMERCE,auth_characteristics=E_COMMERCE,-0.0210449472119942,0.0210449472119942,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
numeric__distinct_merchants_7d,distinct_merchants_7d,-0.0185207381533534,0.0185207381533534,decrease_risk,Làm giảm log-odds fraud risk,Other context,Feature ngữ cảnh khác. Cần đọc cùng coefficient và metric validation/test.,Không có kỳ vọng hướng cố định.,Không thuộc nhóm insight chính hoặc chưa có bằng chứng mạnh từ giai đoạn 3.
categorical__recurring_flag_MOTO_MAIL,recurring_flag=MOTO_MAIL,-0.0154501389738157,0.0154501389738157,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__term_location_BRANCH_COUNTER,term_location=BRANCH_COUNTER,0.0103475683913319,0.0103475683913319,increase_risk,Làm tăng log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__day_name_Tuesday,day_name=Tuesday,0.0095108845833071,0.0095108845833071,increase_risk,Làm tăng log-odds fraud risk,Other context,Feature ngữ cảnh khác. Cần đọc cùng coefficient và metric validation/test.,Không có kỳ vọng hướng cố định.,Không thuộc nhóm insight chính hoặc chưa có bằng chứng mạnh từ giai đoạn 3.
categorical__message_type_0420-RepeatRev,message_type=0420-RepeatRev,-0.0087415465418205,0.0087415465418205,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__card_entry_mode_QR_CODE,card_entry_mode=QR_CODE,-0.0076430922503874,0.0076430922503874,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__card_entry_mode_CHIP,card_entry_mode=CHIP,-0.0071021239525333,0.0071021239525333,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__merchant_country_HK,merchant_country=HK,0.0070134841159802,0.0070134841159802,increase_risk,Làm tăng log-odds fraud risk,Country / cross-border behavior,Hành vi giao dịch theo quốc gia và mức độ đa dạng quốc gia của user.,distinct_countries_30d cao thường giảm risk; low_country_diversity hoặc cross-border interaction có thể tăng risk.,Giai đoạn 3 cho thấy low_country_diversity là segment có lift cao.
numeric__hour,hour,-0.0067395625360603,0.0067395625360603,decrease_risk,Làm giảm log-odds fraud risk,Other context,Feature ngữ cảnh khác. Cần đọc cùng coefficient và metric validation/test.,Không có kỳ vọng hướng cố định.,Không thuộc nhóm insight chính hoặc chưa có bằng chứng mạnh từ giai đoạn 3.
categorical__merchant_country_AE,merchant_country=AE,0.0053762831585978,0.0053762831585978,increase_risk,Làm tăng log-odds fraud risk,Country / cross-border behavior,Hành vi giao dịch theo quốc gia và mức độ đa dạng quốc gia của user.,distinct_countries_30d cao thường giảm risk; low_country_diversity hoặc cross-border interaction có thể tăng risk.,Giai đoạn 3 cho thấy low_country_diversity là segment có lift cao.
categorical__merchant_country_TH,merchant_country=TH,-0.0043612689216037,0.0043612689216037,decrease_risk,Làm giảm log-odds fraud risk,Country / cross-border behavior,Hành vi giao dịch theo quốc gia và mức độ đa dạng quốc gia của user.,distinct_countries_30d cao thường giảm risk; low_country_diversity hoặc cross-border interaction có thể tăng risk.,Giai đoạn 3 cho thấy low_country_diversity là segment có lift cao.
categorical__message_type_0510-AdviceRsp,message_type=0510-AdviceRsp,-0.0040787029576989,0.0040787029576989,decrease_risk,Làm giảm log-odds fraud risk,Payment / authentication context,"Ngữ cảnh thanh toán, xác thực, kênh giao dịch và phương thức nhập thẻ.","Một số kênh/xác thực làm tăng hoặc giảm risk tùy ngữ cảnh, nhưng thường không mạnh bằng behavioral anomaly.","Giai đoạn 3 cho thấy card_not_present đứng riêng không quá mạnh, nhưng có thể mạnh hơn khi đi cùng behavior anomaly."
categorical__merchant_country_CA,merchant_country=CA,-0.0022075907666614,0.0022075907666614,decrease_risk,Làm giảm log-odds fraud risk,Country / cross-border behavior,Hành vi giao dịch theo quốc gia và mức độ đa dạng quốc gia của user.,distinct_countries_30d cao thường giảm risk; low_country_diversity hoặc cross-border interaction có thể tăng risk.,Giai đoạn 3 cho thấy low_country_diversity là segment có lift cao.
numeric__log_mean_amount_30d,log_mean_amount_30d,0.0007193442863062,0.0007193442863062,increase_risk,Làm tăng log-odds fraud risk,Other context,Feature ngữ cảnh khác. Cần đọc cùng coefficient và metric validation/test.,Không có kỳ vọng hướng cố định.,Không thuộc nhóm insight chính hoặc chưa có bằng chứng mạnh từ giai đoạn 3.
