rule,support,support_rate,fraud_count,fraud_rate,global_fraud_rate,fraud_rate_diff,lift,order,strength,business_interpretation,feature_a,value_a,feature_b,value_b
low_night_ratio_flag AND low_mcc_entropy_x_card_not_present,664,0.00664,175,0.2635542168674699,0.02549,0.23806421686746987,10.339514196448407,2,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
card_not_present_flag AND low_mcc_entropy_x_low_night_ratio,664,0.00664,175,0.2635542168674699,0.02549,0.23806421686746987,10.339514196448407,2,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy_x_low_night_ratio AND low_mcc_entropy_x_card_not_present,664,0.00664,175,0.2635542168674699,0.02549,0.23806421686746987,10.339514196448407,2,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy_flag AND low_night_ratio_flag AND card_not_present_flag,664,0.00664,175,0.2635542168674699,0.02549,0.23806421686746987,10.339514196448407,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy_flag AND low_night_ratio_flag AND low_mcc_entropy_x_card_not_present,664,0.00664,175,0.2635542168674699,0.02549,0.23806421686746987,10.339514196448407,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy_flag AND card_not_present_flag AND low_mcc_entropy_x_low_night_ratio,664,0.00664,175,0.2635542168674699,0.02549,0.23806421686746987,10.339514196448407,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy_flag AND low_mcc_entropy_x_low_night_ratio AND low_mcc_entropy_x_card_not_present,664,0.00664,175,0.2635542168674699,0.02549,0.23806421686746987,10.339514196448407,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_night_ratio_flag AND card_not_present_flag AND low_mcc_entropy_x_low_night_ratio,664,0.00664,175,0.2635542168674699,0.02549,0.23806421686746987,10.339514196448407,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_night_ratio_flag AND card_not_present_flag AND low_mcc_entropy_x_card_not_present,664,0.00664,175,0.2635542168674699,0.02549,0.23806421686746987,10.339514196448407,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_night_ratio_flag AND low_mcc_entropy_x_low_night_ratio AND low_mcc_entropy_x_card_not_present,664,0.00664,175,0.2635542168674699,0.02549,0.23806421686746987,10.339514196448407,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
card_not_present_flag AND low_mcc_entropy_x_low_night_ratio AND low_mcc_entropy_x_card_not_present,664,0.00664,175,0.2635542168674699,0.02549,0.23806421686746987,10.339514196448407,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy AND low_night_ratio AND card_not_present,664,0.00664,175,0.2635542168674699,0.02549,0.23806421686746987,10.339514196448407,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy_flag AND low_night_ratio_flag,1003,0.01003,249,0.24825523429710866,0.02549,0.22276523429710865,9.739318724876762,2,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy_flag AND low_mcc_entropy_x_low_night_ratio,1003,0.01003,249,0.24825523429710866,0.02549,0.22276523429710865,9.739318724876762,2,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_night_ratio_flag AND low_mcc_entropy_x_low_night_ratio,1003,0.01003,249,0.24825523429710866,0.02549,0.22276523429710865,9.739318724876762,2,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy_flag AND low_night_ratio_flag AND low_mcc_entropy_x_low_night_ratio,1003,0.01003,249,0.24825523429710866,0.02549,0.22276523429710865,9.739318724876762,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy AND low_night_ratio,1003,0.01003,249,0.24825523429710866,0.02549,0.22276523429710865,9.739318724876762,2,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
high_max_amount_30d_flag AND low_mcc_entropy_x_card_not_present,652,0.00652,153,0.23466257668711657,0.02549,0.20917257668711658,9.206064208988488,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
card_not_present_flag AND low_mcc_entropy_x_high_max_amount_30d,652,0.00652,153,0.23466257668711657,0.02549,0.20917257668711658,9.206064208988488,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_x_high_max_amount_30d AND low_mcc_entropy_x_card_not_present,652,0.00652,153,0.23466257668711657,0.02549,0.20917257668711658,9.206064208988488,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND high_max_amount_30d_flag AND card_not_present_flag,652,0.00652,153,0.23466257668711657,0.02549,0.20917257668711658,9.206064208988488,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND high_max_amount_30d_flag AND low_mcc_entropy_x_card_not_present,652,0.00652,153,0.23466257668711657,0.02549,0.20917257668711658,9.206064208988488,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND card_not_present_flag AND low_mcc_entropy_x_high_max_amount_30d,652,0.00652,153,0.23466257668711657,0.02549,0.20917257668711658,9.206064208988488,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND low_mcc_entropy_x_high_max_amount_30d AND low_mcc_entropy_x_card_not_present,652,0.00652,153,0.23466257668711657,0.02549,0.20917257668711658,9.206064208988488,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
high_max_amount_30d_flag AND card_not_present_flag AND low_mcc_entropy_x_high_max_amount_30d,652,0.00652,153,0.23466257668711657,0.02549,0.20917257668711658,9.206064208988488,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
high_max_amount_30d_flag AND card_not_present_flag AND low_mcc_entropy_x_card_not_present,652,0.00652,153,0.23466257668711657,0.02549,0.20917257668711658,9.206064208988488,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
high_max_amount_30d_flag AND low_mcc_entropy_x_high_max_amount_30d AND low_mcc_entropy_x_card_not_present,652,0.00652,153,0.23466257668711657,0.02549,0.20917257668711658,9.206064208988488,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
card_not_present_flag AND low_mcc_entropy_x_high_max_amount_30d AND low_mcc_entropy_x_card_not_present,652,0.00652,153,0.23466257668711657,0.02549,0.20917257668711658,9.206064208988488,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND high_max_amount_30d_flag,1008,0.01008,226,0.22420634920634921,0.02549,0.19871634920634923,8.79585520621221,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND low_mcc_entropy_x_high_max_amount_30d,1008,0.01008,226,0.22420634920634921,0.02549,0.19871634920634923,8.79585520621221,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
high_max_amount_30d_flag AND low_mcc_entropy_x_high_max_amount_30d,1008,0.01008,226,0.22420634920634921,0.02549,0.19871634920634923,8.79585520621221,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND high_max_amount_30d_flag AND low_mcc_entropy_x_high_max_amount_30d,1008,0.01008,226,0.22420634920634921,0.02549,0.19871634920634923,8.79585520621221,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy AND high_max_amount_30d,1008,0.01008,226,0.22420634920634921,0.02549,0.19871634920634923,8.79585520621221,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND low_country_diversity_flag AND tokenised_flag,554,0.00554,117,0.2111913357400722,0.02549,0.1857013357400722,8.285262288743516,3,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_mcc_entropy_flag AND low_country_diversity_flag,1199,0.01199,246,0.20517097581317764,0.02549,0.17968097581317766,8.049077120956362,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_country_diversity_flag AND low_mcc_entropy_x_card_not_present,793,0.00793,155,0.19546027742749053,0.02549,0.16997027742749055,7.668116023047883,2,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_mcc_entropy_flag AND low_country_diversity_flag AND card_not_present_flag,793,0.00793,155,0.19546027742749053,0.02549,0.16997027742749055,7.668116023047883,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_mcc_entropy_flag AND low_country_diversity_flag AND low_mcc_entropy_x_card_not_present,793,0.00793,155,0.19546027742749053,0.02549,0.16997027742749055,7.668116023047883,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_country_diversity_flag AND card_not_present_flag AND low_mcc_entropy_x_card_not_present,793,0.00793,155,0.19546027742749053,0.02549,0.16997027742749055,7.668116023047883,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
card_not_present_flag AND low_night_ratio_x_high_max_amount_30d,642,0.00642,125,0.19470404984423675,0.02549,0.16921404984423677,7.638448405030865,2,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_night_ratio_flag AND high_max_amount_30d_flag AND card_not_present_flag,642,0.00642,125,0.19470404984423675,0.02549,0.16921404984423677,7.638448405030865,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_night_ratio_flag AND card_not_present_flag AND low_night_ratio_x_high_max_amount_30d,642,0.00642,125,0.19470404984423675,0.02549,0.16921404984423677,7.638448405030865,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
high_max_amount_30d_flag AND card_not_present_flag AND low_night_ratio_x_high_max_amount_30d,642,0.00642,125,0.19470404984423675,0.02549,0.16921404984423677,7.638448405030865,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_night_ratio_flag AND high_max_amount_30d_flag,1029,0.01029,196,0.19047619047619047,0.02549,0.16498619047619045,7.472584953950195,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_night_ratio_flag AND low_night_ratio_x_high_max_amount_30d,1029,0.01029,196,0.19047619047619047,0.02549,0.16498619047619045,7.472584953950195,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
high_max_amount_30d_flag AND low_night_ratio_x_high_max_amount_30d,1029,0.01029,196,0.19047619047619047,0.02549,0.16498619047619045,7.472584953950195,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_night_ratio_flag AND high_max_amount_30d_flag AND low_night_ratio_x_high_max_amount_30d,1029,0.01029,196,0.19047619047619047,0.02549,0.16498619047619045,7.472584953950195,3,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_night_ratio AND high_max_amount_30d,1029,0.01029,196,0.19047619047619047,0.02549,0.16498619047619045,7.472584953950195,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_night_ratio_flag AND low_country_diversity_flag AND card_not_present_flag,795,0.00795,148,0.1861635220125786,0.02549,0.16067352201257862,7.303394351219247,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_night_ratio_flag AND low_country_diversity_flag,1218,0.01218,222,0.18226600985221675,0.02549,0.15677600985221674,7.150490774900618,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_night_ratio_flag AND low_country_diversity_flag AND tokenised_flag,544,0.00544,94,0.17279411764705882,0.02549,0.1473041176470588,6.778898299217686,3,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
high_max_amount_30d_flag AND low_country_diversity_flag AND tokenised_flag,535,0.00535,91,0.17009345794392525,0.02549,0.14460345794392526,6.672948526634965,3,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
high_max_amount_30d_flag AND low_country_diversity_flag,1206,0.01206,194,0.16086235489220563,0.02549,0.13537235489220562,6.310802467328585,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
high_max_amount_30d_flag AND low_country_diversity_flag AND card_not_present_flag,788,0.00788,122,0.1548223350253807,0.02549,0.12933233502538072,6.073846019042005,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_mcc_entropy_flag AND high_ip_score_x_card_not_present,637,0.00637,62,0.09733124018838304,0.02549,0.07184124018838305,3.8184087951503747,2,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
high_ip_score_flag AND low_mcc_entropy_x_card_not_present,637,0.00637,62,0.09733124018838304,0.02549,0.07184124018838305,3.8184087951503747,2,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_mcc_entropy_x_card_not_present AND high_ip_score_x_card_not_present,637,0.00637,62,0.09733124018838304,0.02549,0.07184124018838305,3.8184087951503747,2,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_mcc_entropy_flag AND high_ip_score_flag AND card_not_present_flag,637,0.00637,62,0.09733124018838304,0.02549,0.07184124018838305,3.8184087951503747,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_mcc_entropy_flag AND high_ip_score_flag AND low_mcc_entropy_x_card_not_present,637,0.00637,62,0.09733124018838304,0.02549,0.07184124018838305,3.8184087951503747,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_mcc_entropy_flag AND high_ip_score_flag AND high_ip_score_x_card_not_present,637,0.00637,62,0.09733124018838304,0.02549,0.07184124018838305,3.8184087951503747,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_mcc_entropy_flag AND card_not_present_flag AND high_ip_score_x_card_not_present,637,0.00637,62,0.09733124018838304,0.02549,0.07184124018838305,3.8184087951503747,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_mcc_entropy_flag AND low_mcc_entropy_x_card_not_present AND high_ip_score_x_card_not_present,637,0.00637,62,0.09733124018838304,0.02549,0.07184124018838305,3.8184087951503747,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
high_ip_score_flag AND card_not_present_flag AND low_mcc_entropy_x_card_not_present,637,0.00637,62,0.09733124018838304,0.02549,0.07184124018838305,3.8184087951503747,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
high_ip_score_flag AND low_mcc_entropy_x_card_not_present AND high_ip_score_x_card_not_present,637,0.00637,62,0.09733124018838304,0.02549,0.07184124018838305,3.8184087951503747,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
card_not_present_flag AND low_mcc_entropy_x_card_not_present AND high_ip_score_x_card_not_present,637,0.00637,62,0.09733124018838304,0.02549,0.07184124018838305,3.8184087951503747,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
night_transaction_flag AND tokenised_flag AND low_mcc_entropy_x_card_not_present,989,0.00989,93,0.09403437815975733,0.02549,0.06854437815975734,3.689069366800994,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_mcc_entropy_flag AND night_transaction_flag AND tokenised_flag,1515,0.01515,134,0.08844884488448845,0.02549,0.06295884488448845,3.4699429142600415,3,STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_mcc_entropy_flag AND night_transaction_flag,3332,0.03332,292,0.08763505402160865,0.02549,0.06214505402160865,3.438017027132548,2,STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_mcc_entropy_flag AND card_not_present_flag,6495,0.06495,566,0.08714395688991532,0.02549,0.06165395688991532,3.418750760687145,2,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
